entry_date,entry_price,exit_date,exit_price,exit_reason,ambiguous,profit,return_pct,r_multiple,direction,entry_type,days_held,mae,mfe
2015-02-05,1.5179113149642944,2015-02-12,1.5379113149642945,take_profit,False,0.019850000000000017,0.01307718033610346,1.9850000000000017,long,market,6,0.0007598400115966797,0.02088165283203125
2015-04-07,1.4889593124389648,2015-04-09,1.4789593124389648,stop_loss,False,-0.01015000000000001,-0.006816841746584715,-1.015000000000001,long,market,3,0.01598834991455078,0.008046746253967063
2015-04-10,1.4717353582382202,2015-04-10,1.4617353582382202,stop_loss,False,-0.01015000000000001,-0.006896620335432001,-1.015000000000001,long,market,1,0.0127333402633667,0.0008668899536132812
2015-04-17,1.4930944442749023,2015-04-24,1.5130944442749024,take_profit,False,0.019850000000000017,0.01329453744611571,1.9850000000000017,long,market,6,0.007210254669189453,0.02527797222137451
2015-06-12,1.5518070459365845,2015-06-17,1.5718070459365845,take_profit,False,0.019850000000000017,0.012791538775376329,1.9850000000000017,long,market,4,0.004968881607055664,0.02379012107849121
2015-07-24,1.5521925687789917,2015-08-06,1.5605981349945068,time_exit,False,0.008255566215515136,0.005318648202271223,0.8255566215515135,long,market,10,0.0050432682037353516,0.01668107509613037
2015-08-12,1.5586034059524536,2015-08-24,1.5786034059524536,take_profit,False,0.019850000000000017,0.012735760697167087,1.9850000000000017,long,market,9,0.004891633987426758,0.021874547004699485
2015-09-18,1.5570987462997437,2015-09-22,1.5470987462997436,stop_loss,False,-0.01015000000000001,-0.006518533281283704,-1.015000000000001,long,market,3,0.022650480270385742,0.008826732635498047
2015-10-09,1.535202145576477,2015-10-13,1.525202145576477,stop_loss,False,-0.01015000000000001,-0.006611507174638964,-1.015000000000001,long,market,3,0.014752149581908958,0.003732919692993164
2015-10-16,1.547292947769165,2015-10-23,1.537292947769165,stop_loss,False,-0.01015000000000001,-0.0065598437675515415,-1.015000000000001,long,market,6,0.014397025108337402,0.0033349990844726562
2015-11-03,1.5423054695129397,2015-11-05,1.5323054695129397,stop_loss,False,-0.01015000000000001,-0.006581056866254505,-1.015000000000001,long,market,3,0.019609689712524636,0.002334594726562278
2015-11-23,1.519018054008484,2015-11-24,1.509018054008484,stop_loss,False,-0.01015000000000001,-0.006681948231764281,-1.015000000000001,long,market,2,0.01331138610839866,0.0002769231796262428
2015-12-11,1.516208291053772,2015-12-15,1.506208291053772,stop_loss,False,-0.01015000000000001,-0.006694330891005557,-1.015000000000001,long,market,3,0.012222766876220703,0.006788969039916992
2016-02-03,1.4408599138259888,2016-02-04,1.4608599138259888,take_profit,False,0.019850000000000017,0.013776495417442284,1.9850000000000017,long,market,2,0.002218008041381836,0.02595341205596924
2016-03-09,1.4208581447601318,2016-03-16,1.4108581447601318,stop_loss,False,-0.01015000000000001,-0.0071435702694398985,-1.015000000000001,long,market,6,0.015179157257080078,0.018508553504943848
2016-03-30,1.438807487487793,2016-04-01,1.428807487487793,stop_loss,False,-0.01015000000000001,-0.007054453141415226,-1.015000000000001,long,market,3,0.021413207054138184,0.007115006446838157
2016-04-14,1.419305443763733,2016-04-19,1.439305443763733,take_profit,False,0.019850000000000017,0.013985713989345045,1.9850000000000017,long,market,4,0.009862184524536133,0.022655606269836204
2016-04-20,1.438807487487793,2016-04-26,1.458807487487793,take_profit,False,0.019850000000000017,0.01379614727656081,1.9850000000000017,long,market,5,0.008192300796508789,0.02499985694885254
2016-05-12,1.4436262845993042,2016-05-16,1.4336262845993042,stop_loss,False,-0.01015000000000001,-0.007030905510851975,-1.015000000000001,long,market,3,0.010016679763793723,0.009439706802368164
