entry_date,entry_price,exit_date,exit_price,exit_reason,ambiguous,profit,return_pct,r_multiple,direction,entry_type,days_held,mae,mfe
2015-02-16,1.1397050619125366,2015-02-20,1.1297050619125366,stop_loss,False,-0.010100000000000008,-0.008861941863319638,-1.010000000000001,long,market,5,0.011495232582092285,0.005295515060424805
2015-02-27,1.120360255241394,2015-03-04,1.110360255241394,stop_loss,False,-0.010100000000000008,-0.009014957423515395,-1.010000000000001,long,market,4,0.014079928398132546,0.004639625549316406
2015-03-25,1.0910598039627075,2015-03-27,1.0810598039627075,stop_loss,False,-0.010100000000000008,-0.009257054437636698,-1.010000000000001,long,market,3,0.01053011417388916,0.013459801673889382
2015-04-06,1.1001462936401367,2015-04-07,1.0901462936401367,stop_loss,False,-0.010100000000000008,-0.009180597215467936,-1.010000000000001,long,market,2,0.016376256942749023,0.0034481287002563477
2015-04-21,1.074818134307861,2015-04-28,1.0948181343078611,take_profit,False,0.01990000000000002,0.0185147601857451,1.9900000000000018,long,market,6,0.008658647537231001,0.024081826210022195
2015-06-04,1.126227617263794,2015-06-05,1.116227617263794,stop_loss,False,-0.010100000000000008,-0.008967991767541877,-1.010000000000001,long,market,2,0.021047592163085938,0.011377096176147461
2015-06-10,1.1293309926986694,2015-06-11,1.1193309926986694,stop_loss,False,-0.010100000000000008,-0.008943347933686712,-1.010000000000001,long,market,2,0.010451197624206543,0.008869290351867676
2015-07-29,1.106549620628357,2015-07-30,1.096549620628357,stop_loss,False,-0.010100000000000008,-0.009127471386474923,-1.010000000000001,long,market,2,0.015419602394104004,0.0020486116409301758
2015-08-11,1.1017948389053345,2015-08-20,1.1217948389053345,take_profit,False,0.01990000000000002,0.018061438751856247,1.9900000000000018,long,market,8,0.0056449174880981445,0.020204663276672363
2015-09-14,1.1344043016433716,2015-09-16,1.1244043016433716,stop_loss,False,-0.010100000000000008,-0.008903351287868438,-1.010000000000001,long,market,3,0.01290440559387207,0.0028058290481567383
