entry_date,entry_price,exit_date,exit_price,exit_reason,profit,return_pct,r_multiple
2016-05-20,1.4599605798721313,2016-05-23,1.4491913318634033,stop_loss,-0.010769248008728027,-0.007376396429601707,-1.0769248008728027
2016-05-26,1.4697452783584595,2016-05-30,1.4597452783584595,stop_loss,-0.010000000000000009,-0.006803900068431509,-1.0000000000000009
2016-06-09,1.451505184173584,2016-06-10,1.441505184173584,stop_loss,-0.010000000000000009,-0.0068894001268714165,-1.0000000000000009
2016-06-21,1.467437505722046,2016-06-23,1.487437505722046,take_profit,0.020000000000000018,0.013629200509059573,2.0000000000000018
2016-07-25,1.3124393224716187,2016-08-02,1.3324393224716187,take_profit,0.020000000000000018,0.015238799735393112,2.0000000000000018
2016-08-22,1.3068478107452393,2016-08-24,1.3268478107452393,take_profit,0.020000000000000018,0.015304000845052398,2.0000000000000018
2016-09-16,1.324731469154358,2016-09-16,1.314731469154358,stop_loss,-0.010000000000000009,-0.007548699666947225,-1.0000000000000009
2016-11-04,1.2465718984603882,2016-11-08,1.2365718984603882,stop_loss,-0.010000000000000009,-0.008022000184947836,-1.0000000000000009
2016-11-23,1.2423903942108154,2016-12-01,1.2623903942108154,take_profit,0.020000000000000018,0.016097999544422033,2.0000000000000018
2017-01-09,1.225970983505249,2017-01-09,1.215970983505249,stop_loss,-0.010000000000000009,-0.008156799903541269,-1.0000000000000009
2017-01-19,1.2262415885925293,2017-01-23,1.2462415885925293,take_profit,0.020000000000000018,0.016309999747240563,2.0000000000000018
2017-02-27,1.2401869297027588,2017-03-01,1.2301869297027588,stop_loss,-0.010000000000000009,-0.008063300588401422,-1.0000000000000009
2017-03-20,1.237930178642273,2017-03-27,1.257930178642273,take_profit,0.020000000000000018,0.016156000027348436,2.0000000000000018
2017-04-13,1.254862666130066,2017-04-18,1.274862666130066,take_profit,0.020000000000000018,0.015937999065410897,2.0000000000000018
2017-06-09,1.2725884914398193,2017-06-20,1.2625884914398193,stop_loss,-0.010000000000000009,-0.00785799971260616,-1.0000000000000009
2017-06-29,1.2939121723175049,2017-07-12,1.2839121723175049,stop_loss,-0.010000000000000009,-0.007728499827070312,-1.0000000000000009
2017-09-04,1.2965123653411865,2017-09-08,1.3165123653411865,take_profit,0.020000000000000018,0.015426000194558016,2.0000000000000018
2017-10-27,1.3129045963287354,2017-11-09,1.3113033771514893,time_exit,-0.0016012191772460938,-0.0012196005572099986,-0.16012191772460938
2017-11-20,1.3201320171356201,2017-11-29,1.3401320171356201,take_profit,0.020000000000000018,0.015149999954849495,2.0000000000000018
2017-12-15,1.343273639678955,2017-12-15,1.333273639678955,stop_loss,-0.010000000000000009,-0.007444499545446323,-1.0000000000000009
2017-12-29,1.344266653060913,2018-01-11,1.351278305053711,time_exit,0.0070116519927978516,0.005215968109327287,0.7011651992797852
2018-02-19,1.403311848640442,2018-02-21,1.3933118486404419,stop_loss,-0.010000000000000009,-0.00712599983367077,-1.0000000000000009
2018-03-15,1.3970773220062256,2018-03-22,1.4170773220062256,take_profit,0.020000000000000018,0.01431559992061119,2.0000000000000018
2018-04-10,1.4133875370025635,2018-04-16,1.4333875370025635,take_profit,0.020000000000000018,0.014150400704972216,2.0000000000000018
2018-06-08,1.3415615558624268,2018-06-13,1.3315615558624267,stop_loss,-0.010000000000000009,-0.007454000121203145,-1.0000000000000009
2018-06-15,1.3255215883255005,2018-06-19,1.3155215883255005,stop_loss,-0.010000000000000009,-0.007544200025163504,-1.0000000000000009
2018-07-10,1.325556755065918,2018-07-13,1.315556755065918,stop_loss,-0.010000000000000009,-0.007543999879132088,-1.0000000000000009
2018-07-17,1.3236267566680908,2018-07-18,1.3109424114227295,stop_loss,-0.012684345245361328,-0.009583022692357088,-1.2684345245361328
2018-07-27,1.3109767436981201,2018-08-03,1.30097674369812,stop_loss,-0.010000000000000009,-0.007627900378912228,-1.0000000000000009
2018-08-29,1.287166953086853,2018-09-11,1.307166953086853,take_profit,0.020000000000000018,0.015537999909053364,2.0000000000000018
2018-10-09,1.309311866760254,2018-10-22,1.299311866760254,stop_loss,-0.010000000000000009,-0.00763759976050923,-1.0000000000000009
2018-11-07,1.311492681503296,2018-11-09,1.301492681503296,stop_loss,-0.010000000000000009,-0.00762489958276971,-1.0000000000000009
2018-11-15,1.2985326051712036,2018-11-15,1.2885326051712036,stop_loss,-0.010000000000000009,-0.0077010003138747295,-1.0000000000000009
2018-12-26,1.2689388990402222,2019-01-02,1.2589388990402222,stop_loss,-0.010000000000000009,-0.007880600088438957,-1.0000000000000009
2019-01-08,1.2786905765533447,2019-01-18,1.2986905765533447,take_profit,0.020000000000000018,0.015641000541279624,2.0000000000000018
2019-02-21,1.3043931722640991,2019-02-26,1.3243931722640991,take_profit,0.020000000000000018,0.015332800282360446,2.0000000000000018
2019-03-13,1.3064721822738647,2019-03-14,1.3284269571304321,take_profit,0.021954774856567383,0.01680462481669984,2.1954774856567383
2019-03-15,1.3257324695587158,2019-03-18,1.3157324695587158,stop_loss,-0.010000000000000009,-0.007542999986512072,-1.0000000000000009
2019-03-26,1.3208119869232178,2019-03-28,1.3108119869232178,stop_loss,-0.010000000000000009,-0.007571100276955114,-1.0000000000000009
2019-04-05,1.3073433637619019,2019-04-18,1.3039339780807495,time_exit,-0.0034093856811523438,-0.0026078731690975052,-0.3409385681152344
2019-05-02,1.305483102798462,2019-05-13,1.295483102798462,stop_loss,-0.010000000000000009,-0.007659999565343889,-1.0000000000000009
2019-06-13,1.269357681274414,2019-06-14,1.259357681274414,stop_loss,-0.010000000000000009,-0.007878000147255716,-1.0000000000000009
2019-06-24,1.2750548124313354,2019-07-01,1.2650548124313354,stop_loss,-0.010000000000000009,-0.007842800091810587,-1.0000000000000009
2019-08-26,1.2261964082717896,2019-09-02,1.2159385681152344,stop_loss,-0.010257840156555176,-0.008365576743951365,-1.0257840156555176
2019-09-06,1.2325897216796875,2019-09-19,1.247053861618042,time_exit,0.014464139938354492,0.01173475624852994,1.4464139938354492
2019-10-14,1.2610976696014404,2019-10-16,1.2810976696014404,take_profit,0.020000000000000018,0.015859199871744157,2.0000000000000018
2019-11-18,1.2919729948043823,2019-11-29,1.29128897190094,time_exit,-0.0006840229034423828,-0.0005294405581178195,-0.06840229034423828
2020-01-02,1.3250473737716675,2020-01-02,1.3150473737716675,stop_loss,-0.010000000000000009,-0.007546899981044158,-1.0000000000000009
2020-01-08,1.311131477355957,2020-01-13,1.301131477355957,stop_loss,-0.010000000000000009,-0.007627000169476615,-1.0000000000000009
2020-01-20,1.3007115125656128,2020-01-31,1.3089004755020142,time_exit,0.008188962936401367,0.006295756481964931,0.8188962936401367
2020-02-03,1.3180787563323975,2020-02-03,1.3080787563323975,stop_loss,-0.010000000000000009,-0.007586800069386883,-1.0000000000000009
2020-02-17,1.305091142654419,2020-02-19,1.295091142654419,stop_loss,-0.010000000000000009,-0.007662300105463174,-1.0000000000000009
2020-02-27,1.2907222509384155,2020-02-28,1.2807222509384155,stop_loss,-0.010000000000000009,-0.007747600223618629,-1.0000000000000009
2020-03-09,1.3096548318862915,2020-03-10,1.2996548318862915,stop_loss,-0.010000000000000009,-0.0076355996683469965,-1.0000000000000009
2020-03-31,1.2365524768829346,2020-04-03,1.2265524768829346,stop_loss,-0.010000000000000009,-0.00808700009659737,-1.0000000000000009
2020-04-08,1.2337453365325928,2020-04-14,1.2537453365325928,take_profit,0.020000000000000018,0.016210800890408605,2.0000000000000018
2020-04-29,1.2433944940567017,2020-04-30,1.2633944940567017,take_profit,0.020000000000000018,0.01608499964862155,2.0000000000000018
2020-05-28,1.2263166904449463,2020-06-01,1.2463166904449463,take_profit,0.020000000000000018,0.01630900089335275,2.0000000000000018
2020-07-08,1.2537927627563477,2020-07-21,1.2737927627563477,take_profit,0.020000000000000018,0.015951599494027916,2.0000000000000018
2020-08-27,1.3218945264816284,2020-09-01,1.3418945264816284,take_profit,0.020000000000000018,0.015129800146182825,2.0000000000000018
2020-10-02,1.288560152053833,2020-10-15,1.3012362718582153,time_exit,0.012676119804382324,0.00983742961799485,1.2676119804382324
2020-11-05,1.2961090803146362,2020-11-06,1.3161090803146362,take_profit,0.020000000000000018,0.015430800002685676,2.0000000000000018
2020-11-09,1.3179224729537964,2020-11-20,1.3249244689941406,time_exit,0.007001996040344238,0.005312904350626179,0.7001996040344238
2020-12-17,1.3502929210662842,2020-12-21,1.3402670621871948,stop_loss,-0.010025858879089355,-0.007424951077409372,-1.0025858879089355
2021-01-14,1.3647218942642212,2021-01-18,1.3547218942642212,stop_loss,-0.010000000000000009,-0.007327500234318017,-1.0000000000000009
2021-02-08,1.3739283084869385,2021-02-16,1.3939283084869385,take_profit,0.020000000000000018,0.014556800290420795,2.0000000000000018
2021-03-15,1.3930875062942505,2021-03-16,1.3830875062942505,stop_loss,-0.010000000000000009,-0.007178299966669711,-1.0000000000000009
2021-03-19,1.392311692237854,2021-03-22,1.382311692237854,stop_loss,-0.010000000000000009,-0.007182299808117729,-1.0000000000000009
2021-04-07,1.383068561553955,2021-04-07,1.373068561553955,stop_loss,-0.010000000000000009,-0.007230299551285041,-1.0000000000000009
2021-04-19,1.3819408416748047,2021-04-30,1.3952839374542236,time_exit,0.013343095779418945,0.009655330660354572,1.3343095779418945
2021-05-05,1.3888696432113647,2021-05-10,1.4088696432113648,take_profit,0.020000000000000018,0.014400199541949614,2.0000000000000018
2021-06-08,1.4176493883132935,2021-06-10,1.4076493883132934,stop_loss,-0.010000000000000009,-0.00705393031763511,-1.0000000000000009
2021-06-14,1.412030577659607,2021-06-17,1.39834725856781,stop_loss,-0.013683319091796875,-0.009690526046876771,-1.3683319091796875
2021-07-13,1.3889660835266113,2021-07-16,1.3789660835266113,stop_loss,-0.010000000000000009,-0.007199599845238711,-1.0000000000000009
2021-07-28,1.3886767625808716,2021-08-10,1.3849073648452759,time_exit,-0.003769397735595703,-0.0027143809395861387,-0.3769397735595703
2021-08-17,1.3842746019363403,2021-08-17,1.3742746019363403,stop_loss,-0.010000000000000009,-0.007224000199102032,-1.0000000000000009
2021-09-06,1.3859302997589111,2021-09-08,1.3759302997589111,stop_loss,-0.010000000000000009,-0.007215370067123544,-1.0000000000000009
2021-10-15,1.366867184638977,2021-10-28,1.3732868432998657,time_exit,0.006419658660888672,0.004696622124690381,0.6419658660888672
2021-12-20,1.3229963779449463,2021-12-23,1.3429963779449463,take_profit,0.020000000000000018,0.015117199361548272,2.0000000000000018
2022-02-04,1.359619379043579,2022-02-07,1.349619379043579,stop_loss,-0.010000000000000009,-0.007354999608077434,-1.0000000000000009
2022-02-14,1.3570178747177124,2022-02-24,1.3470178747177124,stop_loss,-0.010000000000000009,-0.007369099690068721,-1.0000000000000009
2022-03-24,1.3206549882888794,2022-03-28,1.3106549882888794,stop_loss,-0.010000000000000009,-0.007572000324593946,-1.0000000000000009
2022-04-04,1.3105130195617676,2022-04-08,1.3005130195617676,stop_loss,-0.010000000000000009,-0.007630599506248312,-1.0000000000000009
2022-05-23,1.250687837600708,2022-06-03,1.2579249143600464,time_exit,0.007237076759338379,0.005786477282150458,0.7237076759338379
2022-07-27,1.203818440437317,2022-07-29,1.223818440437317,take_profit,0.020000000000000018,0.016613800992061993,2.0000000000000018
2022-10-05,1.1450556516647339,2022-10-05,1.1350556516647339,stop_loss,-0.010000000000000009,-0.00873319998505012,-1.0000000000000009
2022-10-17,1.1238733530044556,2022-10-21,1.1138733530044556,stop_loss,-0.010000000000000009,-0.008897799714947387,-1.0000000000000009
2022-11-08,1.1513441801071167,2022-11-09,1.1413441801071167,stop_loss,-0.010000000000000009,-0.008685500107421959,-1.0000000000000009
2022-11-14,1.179746150970459,2022-11-15,1.199746150970459,take_profit,0.020000000000000018,0.016952799535347517,2.0000000000000018
2022-12-22,1.207729458808899,2023-01-03,1.197729458808899,stop_loss,-0.010000000000000009,-0.008280000067119606,-1.0000000000000009
2023-01-11,1.2154507637023926,2023-01-18,1.2354507637023926,take_profit,0.020000000000000018,0.016454800636331732,2.0000000000000018
2023-03-14,1.2168114185333252,2023-03-15,1.2068114185333252,stop_loss,-0.010000000000000009,-0.008218200328900131,-1.0000000000000009
2023-04-20,1.2428845167160034,2023-05-03,1.2476606369018555,time_exit,0.004776120185852051,0.0038427706851411236,0.4776120185852051
2023-05-17,1.248704433441162,2023-05-23,1.238704433441162,stop_loss,-0.010000000000000009,-0.008008300228775635,-1.0000000000000009
2023-06-05,1.242992639541626,2023-06-14,1.262992639541626,take_profit,0.020000000000000018,0.016090199864236803,2.0000000000000018
2023-07-04,1.2690355777740479,2023-07-11,1.2890355777740479,take_profit,0.020000000000000018,0.015759999443893467,2.0000000000000018
2023-07-27,1.2928582429885864,2023-07-27,1.2828582429885864,stop_loss,-0.010000000000000009,-0.007734800048057775,-1.0000000000000009
2023-09-01,1.267138123512268,2023-09-05,1.257138123512268,stop_loss,-0.010000000000000009,-0.007891799492451458,-1.0000000000000009
2023-10-12,1.231693983078003,2023-10-12,1.221693983078003,stop_loss,-0.010000000000000009,-0.008118899773310585,-1.0000000000000009
2023-10-25,1.2163230180740356,2023-11-03,1.2363230180740357,take_profit,0.020000000000000018,0.016443000504642796,2.0000000000000018
2023-11-06,1.2372256517410278,2023-11-08,1.2272256517410278,stop_loss,-0.010000000000000009,-0.008082599957354568,-1.0000000000000009
2023-12-14,1.2621641159057617,2023-12-27,1.272718071937561,time_exit,0.010553956031799316,0.008361793762632463,1.0553956031799316
2024-01-05,1.2682147026062012,2024-01-18,1.2676842212677002,time_exit,-0.0005304813385009766,-0.0004182898506150647,-0.053048133850097656
2024-01-26,1.2706964015960693,2024-02-05,1.2606964015960693,stop_loss,-0.010000000000000009,-0.007869700415803036,-1.0000000000000009
2024-02-23,1.2661433219909668,2024-03-07,1.2735446691513062,time_exit,0.0074013471603393555,0.005845584012322548,0.7401347160339355
2024-03-22,1.2661433219909668,2024-04-01,1.2561433219909668,stop_loss,-0.010000000000000009,-0.007898000033894546,-1.0000000000000009
2024-04-11,1.2536983489990234,2024-04-12,1.2436983489990234,stop_loss,-0.010000000000000009,-0.007976400390081233,-1.0000000000000009
2024-05-01,1.2489384412765503,2024-05-14,1.2561867237091064,time_exit,0.007248282432556152,0.005803554597252706,0.7248282432556152
2024-06-13,1.2796725034713745,2024-06-14,1.2696725034713745,stop_loss,-0.010000000000000009,-0.007814499391737303,-1.0000000000000009
2024-07-05,1.2756078243255615,2024-07-12,1.2956078243255615,take_profit,0.020000000000000018,0.015678800034465454,2.0000000000000018
2024-08-15,1.2825281620025635,2024-08-20,1.3025281620025635,take_profit,0.020000000000000018,0.015594199482350269,2.0000000000000018
2024-09-16,1.3135944604873657,2024-09-20,1.3335944604873657,take_profit,0.020000000000000018,0.015225399163589408,2.0000000000000018
2024-11-07,1.2883278131484985,2024-11-12,1.2783278131484985,stop_loss,-0.010000000000000009,-0.0077619996230317845,-1.0000000000000009
2024-12-06,1.2759333848953247,2024-12-13,1.2659333848953247,stop_loss,-0.010000000000000009,-0.00783739975643038,-1.0000000000000009
2024-12-18,1.2708903551101685,2024-12-19,1.2570394277572632,stop_loss,-0.013850927352905273,-0.010898601360228743,-1.3850927352905273
