Date,Open,High,Low,Close
2021-08-27,110.048,110.267,109.762,109.762
2021-08-30,109.848,109.982,109.702,109.945
2021-08-31,109.946,110.079,109.585,110.056
2021-09-01,110.056,110.419,109.88,110.093
2021-09-02,110.092,110.122,109.913,109.946
2021-09-03,109.946,110.072,109.59,109.677
2021-09-06,109.689,109.946,109.655,109.824
2021-09-07,109.823,110.323,109.685,110.297
2021-09-08,110.297,110.446,110.141,110.22
2021-09-09,110.22,110.272,109.62,109.772
2021-09-10,109.771,109.991,109.695,109.892
2021-09-13,109.873,110.158,109.8,109.995
2021-09-14,109.995,110.161,109.526,109.715
2021-09-15,109.714,109.743,109.112,109.383
2021-09-16,109.382,109.827,109.212,109.697
2021-09-17,109.697,110.08,109.667,109.896
2021-09-20,109.887,110.036,109.321,109.436
2021-09-21,109.435,109.705,109.133,109.152
2021-09-22,109.152,109.9,109.119,109.823
2021-09-23,109.822,110.348,109.755,110.328
2021-09-24,110.328,110.794,110.311,110.686
2021-09-27,110.626,111.064,110.533,110.963
2021-09-28,110.963,111.638,110.934,111.528
2021-09-29,111.526,112.048,111.204,111.936
2021-09-30,111.936,112.078,111.238,111.464
2021-10-01,111.463,111.487,110.905,110.997
2021-10-04,110.893,111.301,110.821,110.969
2021-10-05,110.968,111.562,110.869,111.486
2021-10-06,111.485,111.787,111.199,111.406
2021-10-07,111.404,111.675,111.228,111.661
2021-10-08,111.661,112.252,111.51,112.215
2021-10-11,112.098,113.413,112.098,113.39
2021-10-12,113.387,113.786,113.0,113.537
2021-10-13,113.537,113.804,113.21,113.307
2021-10-14,113.307,113.886,113.276,113.832
2021-10-15,113.831,114.462,113.81,114.228
2021-10-18,114.213,114.451,114.014,114.288
2021-10-19,114.286,114.58,113.878,114.545
2021-10-20,114.544,114.7,114.079,114.387
2021-10-21,114.386,114.407,113.648,113.849
2021-10-22,113.846,114.206,113.413,113.486
2021-10-25,113.551,113.922,113.46,113.763
2021-10-26,113.763,114.312,113.718,114.183
2021-10-27,114.183,114.22,113.387,113.771
2021-10-28,113.77,113.866,113.255,113.614
2021-10-29,113.617,114.095,113.392,113.965
2021-11-01,114.048,114.442,113.938,114.09
2021-11-02,114.089,114.132,113.461,113.965
2021-11-03,113.964,114.217,113.72,114.068
2021-11-04,114.068,114.277,113.506,113.834
2021-11-05,113.833,114.029,113.299,113.317
2021-11-08,113.347,113.665,113.079,113.255
2021-11-09,113.254,113.26,112.723,112.913
2021-11-10,112.914,114.015,112.774,113.906
2021-11-11,113.905,114.155,113.805,114.044
2021-11-12,114.042,114.3,113.76,113.846
2021-11-15,113.919,114.214,113.751,114.131
